SEQKEY,Response,Creative,Marketing Segment,CHANNEL
UC06180616,N,C,54,Direct Mail
UC06220594,N,C,54,Web
UC06225874,N,C,54,Direct Mail
UC06238687,N,C,11,Email
UC06242689,N,C,11,Email
UC06250633,N,C,1,Direct Mail
UC06258131,N,C,11,Email
UC06266423,N,C,11,Email
UC06272678,N,C,54,Email
UC06273478,N,C,11,Direct Mail
UC06289722,N,C,11,Direct Mail
UC06324560,Y,C,1,Email
UC06372924,N,C,56,Email
UC06379424,N,C,54,Email
UC06391106,N,C,54,Direct Mail
UC06417323,N,C,14,Email
UC06424089,N,C,14,Email
UC06459507,N,C,14,Direct Mail
UC06470710,N,C,14,Email
UC06481634,N,C,7,Email
UC06483820,N,C,7,Web
UC06493720,N,C,1,Email
UC06503353,N,C,1,Email
UC06516009,N,C,54,Direct Mail
UC06527162,N,C,11,Email
UC06530810,N,C,54,Email
UC06541072,N,C,7,Web
UC06541825,N,C,7,Email
UC06605216,N,C,54,Direct Mail
UC06625040,N,C,17,Direct Mail
UC06644769,N,C,14,Email
UC06649289,N,C,17,Direct Mail
UC06676621,N,C,7,Email
UC06678775,N,C,11,Email
UC06695753,N,C,14,Web
UC06706592,N,C,14,Email
UC06712517,N,C,17,Direct Mail
UC06738298,N,C,17,Email
UC06756142,N,C,14,Email
UC06762199,N,C,56,Direct Mail
UC06786867,N,C,17,Direct Mail
UC06788699,N,C,17,Email
UC06792105,N,C,17,Email
UC06800395,N,C,17,Email
UC06800841,N,C,17,Email
UC06817654,N,C,56,Email
UC06817779,N,C,17,Direct Mail
UC06819858,N,C,17,Direct Mail
UC06827463,N,C,1,Direct Mail
UC06829451,N,C,11,Web
UC06845499,N,C,56,Direct Mail
UC06881833,N,C,7,Email
UC06913289,N,C,11,Web
UC06951180,N,C,7,Email
UC06955389,N,C,17,Direct Mail
UC06960371,Y,C,11,Direct Mail
UC06962328,N,C,17,Direct Mail
UC06981013,N,C,11,Direct Mail
UC06987333,N,C,11,Email
UC07025497,N,C,17,Direct Mail
UC07042195,N,C,7,Direct Mail
UC07069644,N,C,7,Email
UC07084734,N,C,11,Web
UC07095169,N,C,17,Web
UC07132756,Y,C,7,Direct Mail
UC07135270,N,C,17,Email
UC07145923,N,C,11,Email
UC07160542,N,C,17,Email
UC07167380,N,C,1,Direct Mail
UC07188949,N,C,7,Email
UC07202187,N,C,1,Direct Mail
UC07205503,N,C,1,Email
UC07237001,N,C,6,Email
UC07251218,N,C,17,Direct Mail
UC07252562,N,C,1,Web
UC07267271,N,C,17,Direct Mail
UC07270960,Y,C,1,Web
UC07282841,N,C,17,Email
UC07289929,N,C,17,Email
UC07306053,N,C,11,Email
UC07310618,N,C,7,Email
UC07311426,N,C,11,Direct Mail
UC07324965,N,C,17,Direct Mail
UC07335680,N,C,54,Email
UC07349293,N,C,17,Email
UC07366271,N,C,54,Email
UC07374341,N,C,7,Web
UC07395320,N,C,7,Email
UC07396104,N,C,14,Email
UC07407034,N,C,7,Web
UC07414253,N,C,14,Web
UC07417769,N,C,14,Direct Mail
UC07428618,N,C,1,Direct Mail
UC07432917,N,C,1,Direct Mail
UC07433584,N,C,7,Direct Mail
UC07441652,N,C,54,Direct Mail
UC07456296,N,C,56,Direct Mail
UC07522535,N,C,17,Email
UC07532120,Y,C,11,Web
UC07537558,N,C,56,Web
UC07545635,N,C,54,Email
UC07549926,N,C,54,Email
UC07574643,N,C,17,Direct Mail
UC07576911,N,C,14,Email
UC07590896,N,C,1,Direct Mail
UC07601362,N,C,1,Email
UC07619570,N,C,56,Web
UC07622889,N,C,14,Web
UC07628852,N,C,17,Direct Mail
UC07630692,N,C,17,Email
UC07631047,N,C,54,Direct Mail
UC07631435,N,C,11,Email
UC07639396,N,C,17,Direct Mail
UC07654932,N,C,17,Direct Mail
UC07673700,N,C,1,Direct Mail
UC07678030,N,C,11,Direct Mail
UC07678675,N,C,14,Web
UC07691512,N,C,54,Direct Mail
UC07695620,N,C,11,Direct Mail
UC07721640,N,C,14,Email
UC07734569,N,C,11,Direct Mail
UC07735699,N,C,54,Email
UC07782394,N,C,11,Direct Mail
UC07788136,N,C,11,Direct Mail
UC07799695,N,C,54,Email
UC07802119,N,C,11,Email
UC07805484,N,C,11,Email
UC07817067,N,C,14,Email
UC07854029,N,C,17,Email
UC07885783,N,C,54,Email
UC07886948,N,C,14,Web
UC07889645,N,C,11,Web
UC07890254,N,C,14,Email
UC07895360,N,C,57,Email
UC07896913,N,C,57,Web
UC07899859,N,C,11,Email
UC07900046,N,C,11,Direct Mail
UC07919442,N,C,54,Email
UC07923048,N,C,56,Direct Mail
UC07924715,N,C,11,Email
UC07947476,N,C,57,Email
UC07951163,N,C,57,Direct Mail
UC07956329,N,C,57,Email
UC07960438,Y,C,54,Web
UC08014573,N,C,11,Direct Mail
UC08017873,N,C,11,Web
UC08019150,N,C,11,Email
UC08032179,N,C,11,Email
UC08082588,N,C,54,Direct Mail
UC08166092,N,C,54,Direct Mail
UC08214140,N,C,11,Web
UC08215733,Y,C,11,Direct Mail
UC08224313,N,C,14,Email
UC08256935,N,C,54,Direct Mail
UC08258410,N,C,1,Web
UC08262040,N,C,54,Direct Mail
UC08274896,N,C,11,Email
UC08285512,N,C,11,Email
UC08294027,N,C,1,Web
UC08295446,N,C,54,Web
UC08356834,Y,C,11,Email
UC08365900,N,C,14,Direct Mail
UC08388126,N,C,14,Direct Mail
UC08389967,N,C,14,Email
UC08407389,N,C,1,Web
UC08430498,N,C,1,Direct Mail
UC08430548,N,C,1,Web
UC08442808,N,C,7,Direct Mail
UC08455875,N,C,1,Web
UC08472151,N,C,11,Email
UC08478372,N,C,7,Direct Mail
UC08493710,N,C,11,Web
UC08500001,N,C,54,Direct Mail
UC08513061,N,C,11,Email
UC08548166,Y,C,1,Web
UC08553505,N,C,54,Direct Mail
UC08571374,N,C,1,Email
UC08572422,N,C,54,Email
UC08573412,N,C,7,Direct Mail
UC08574477,N,C,57,Direct Mail
UC08590234,N,C,57,Email
UC08590747,N,C,54,Direct Mail
UC08600587,N,C,57,Direct Mail
UC08603268,N,C,54,Web
UC08621385,Y,C,57,Email
UC08622474,N,C,54,Email
UC08626095,N,C,54,Direct Mail
UC08628836,N,C,11,Email
UC08631152,N,C,54,Email
UC08631178,N,C,54,Email
UC08658528,N,C,11,Email
UC08659294,N,C,15,Direct Mail
UC08694275,N,C,15,Email
V110065448,N,E,47,Email
V110090123,N,E,47,Direct Mail
V110092061,N,E,53,Email
V110095601,N,E,53,Direct Mail
V110113099,N,E,51,Email
V110144847,N,E,51,Email
V110146404,N,E,51,Direct Mail
V110182565,N,E,12,Email
V110188745,N,E,49,Direct Mail
V110197274,N,E,47,Email
V110262409,N,E,53,Web
V110542917,N,E,47,Email
V110568433,N,E,51,Direct Mail
V110570959,N,E,53,Web
V110580040,N,E,12,Email
V110581956,N,E,12,Direct Mail
V110605151,N,E,51,Web
V110607298,N,E,51,Direct Mail
V110609765,N,E,51,Direct Mail
V110612512,N,E,48,Email
V110615887,N,E,12,Direct Mail
V110621133,N,E,12,Web
V110624244,N,E,12,Direct Mail
V110624681,N,E,12,Email
V110662764,N,E,12,Email
V110667037,N,E,49,Email
V110668217,N,E,12,Direct Mail
V110679099,N,E,51,Direct Mail
V110684941,N,E,12,Web
V110686706,Y,E,51,Direct Mail
V110712825,N,E,12,Web
V110721537,N,E,12,Direct Mail
V110767696,N,E,12,Email
V110772431,N,E,51,Direct Mail
V110792405,N,E,53,Direct Mail
V110795010,N,E,51,Email
V110797420,N,E,51,Direct Mail
V110815453,N,E,12,Direct Mail
V110815651,N,E,51,Direct Mail
V110819158,N,E,12,Web
V110821907,N,E,12,Direct Mail
V110825650,N,E,12,Email
V110835626,N,E,25,Direct Mail
V110847589,N,E,47,Email
V110853736,N,E,51,Web
V110861077,N,E,12,Direct Mail
V110861317,N,E,12,Email
V110861440,N,E,12,Email
V110862273,N,E,51,Direct Mail
V110869294,N,E,53,Email
V110871399,N,E,37,Web
V110876539,N,E,12,Email
V110885902,N,E,12,Web
V110908050,N,E,51,Direct Mail
V110915287,N,E,51,Email
V110916699,N,E,12,Direct Mail
V110917010,N,E,53,Email
V110922259,N,E,12,Web
V110922465,N,E,53,Direct Mail
V110928041,N,E,12,Email
V110928140,N,E,53,Direct Mail
V110928173,N,E,53,Direct Mail
V110934072,N,E,51,Direct Mail
V110934429,N,E,12,Email
V110934676,Y,E,51,Direct Mail
V110935434,N,E,12,Direct Mail
V110938362,N,E,51,Direct Mail
V110942026,N,E,12,Email
V110951399,N,E,12,Direct Mail
V110952900,N,E,12,Email
V110957768,N,E,12,Email
V110962966,N,E,47,Direct Mail
V110966231,N,E,12,Direct Mail
V110966322,N,E,12,Direct Mail
V110971637,N,E,51,Email
V110972130,N,E,12,Direct Mail
V110974920,N,E,51,Direct Mail
V110975109,N,E,51,Email
V110984903,N,E,12,Web
V110985959,N,E,51,Email
V111008389,N,E,38,Email
V111010823,N,E,12,Web
V111020715,N,E,12,Web
V111022596,N,E,12,Direct Mail
V111030755,N,E,50,Email
V111035127,N,E,12,Web
V111062048,N,E,12,Email
V111066171,N,E,51,Web
V111072799,N,E,51,Direct Mail
V111085916,N,E,47,Email
V111105144,N,E,12,Email
V111129078,N,E,47,Email
V111140224,N,E,53,Email
V111207817,N,E,12,Direct Mail
V111278214,N,E,47,Direct Mail
V111322780,N,E,51,Direct Mail
V111329603,N,E,51,Email
V111330353,N,E,12,Email
V111332318,N,E,12,Email
V111345328,N,E,51,Email
V111373742,N,E,12,Email
V111377255,N,E,12,Direct Mail
