SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
UD03324027;N;D;45;Web;900
UD03335379;Y;D;45;Email;945
UD03340361;Y;D;23;Email;117
UD03343001;N;D;44;Web;286
UD03346244;N;D;23;Email;680
UD03349479;Y;D;18;Web;681
UD03356086;N;D;45;Web;234
UD03365715;N;D;44;Web;60
UD03369634;N;D;44;Email;631
UD03375276;N;D;45;Direct Mail;917
UD03378387;N;D;27;Email;21
UD03384245;N;D;44;Direct Mail;275
UD03386885;N;D;30;Direct Mail;331
UD03386950;N;D;30;Web;601
UD03390556;N;D;39;Email;18
UD03394913;N;D;18;Email;631
UD03399060;Y;D;23;Web;234
UD03403763;N;D;30;Web;191
UD03407038;N;D;44;Email;770
UD03434602;N;D;18;Web;853
UD03444742;N;D;45;Email;331
UD03446820;N;D;45;Web;152
UD03457140;N;D;18;Direct Mail;945
UD03459872;N;D;45;Email;770
UD03463650;Y;D;45;Web;770
UD03467032;N;D;27;Web;300
UD03469467;N;D;45;Email;331
UD03473139;N;D;44;Direct Mail;100
UD03482270;N;D;44;Direct Mail;234
UD03483120;N;D;7;Email;945
UD03486750;N;D;8;Email;100
UD03492048;N;D;44;Direct Mail;750
UD03494192;N;D;44;Web;117
UD03494796;N;D;41;Email;601
UD03514965;N;D;44;Direct Mail;945
UD03519998;Y;D;23;Direct Mail;681
UD03527538;N;D;27;Email;29
UD03529385;N;D;27;Direct Mail;331
UD03537487;Y;D;44;Email;900
UD03552791;N;D;44;Direct Mail;331
UD03555190;N;D;7;Direct Mail;482
UD03568110;N;D;41;Email;331
UD03580073;N;D;18;Direct Mail;731
UD03588605;N;D;45;Email;191
UD03593720;N;D;29;Email;117
UD03594751;N;D;7;Direct Mail;152
UD03599529;N;D;44;Email;208
UD03603495;N;D;45;Direct Mail;917
UD03614146;N;D;18;Email;234
UD03626686;N;D;30;Direct Mail;972
UD03627890;N;D;45;Web;604
UD03635570;Y;D;44;Direct Mail;452
UD03637220;N;D;44;Email;100
UD03654704;N;D;44;Email;370
UD03655370;N;D;18;Email;191
UD03672029;N;D;30;Email;700
UD03678174;N;D;18;Direct Mail;100
UD03684842;Y;D;45;Email;117
UD03694627;N;D;30;Email;21
UD03695053;N;D;30;Direct Mail;31
UD03695418;Y;D;18;Direct Mail;152
UD03707783;N;D;45;Direct Mail;750
UD03712932;N;D;45;Direct Mail;117
UD03718129;N;D;18;Email;852
UD03718996;N;D;44;Direct Mail;112
UD03722261;N;D;27;Email;530
UD03733391;N;D;27;Web;917
UD03736428;N;D;8;Direct Mail;303
UD03743168;N;D;44;Email;481
UD03748241;N;D;18;Web;117
UD03760535;N;D;45;Direct Mail;28
UD03761749;N;D;27;Email;900
UD03764107;N;D;45;Direct Mail;303
UD03768967;N;D;18;Direct Mail;945
UD03769700;N;D;45;Direct Mail;32
UD03781184;N;D;45;Email;21
UD03782778;Y;D;44;Email;441
UD03790391;N;D;45;Direct Mail;212
UD03796349;N;D;44;Email;532
UD03799459;N;D;28;Email;480
UD03812492;N;D;21;Email;21
UD03825866;N;D;23;Direct Mail;117
UD03827656;Y;D;23;Direct Mail;945
UD03829280;N;D;18;Direct Mail;352
UD03833340;N;D;23;Email;112
UD03833449;N;D;23;Email;32
UD03835204;N;D;23;Email;981
UD03837051;Y;D;23;Email;630
UD03843521;N;D;45;Web;191
UD03855913;N;D;18;Direct Mail;331
UD03857281;Y;D;39;Web;296
UD03871522;N;D;45;Direct Mail;900
UD03873478;N;D;45;Direct Mail;283
UD03875556;Y;D;44;Email;967
UD03876679;Y;D;18;Direct Mail;117
UD03878105;N;D;39;Email;112
UD03881042;N;D;45;Email;331
UD03884806;N;D;45;Direct Mail;331
UD03892411;N;D;45;Email;531
UD03898988;Y;D;8;Email;100
UD03899283;Y;D;18;Web;441
UD03907581;Y;D;44;Direct Mail;117
UD03913514;N;D;44;Direct Mail;100
UD03935244;N;D;18;Direct Mail;917
UD03936184;N;D;44;Direct Mail;770
UD03953668;N;D;41;Direct Mail;191
UD03955226;N;D;39;Web;531
UD03955580;N;D;41;Direct Mail;604
UD03963857;N;D;21;Direct Mail;480
UD03970092;N;D;45;Direct Mail;800
UD03976057;N;D;8;Web;100
UD03976552;N;D;18;Direct Mail;900
UD03978988;N;D;28;Email;853
UD03983384;N;D;45;Email;875
UD03983814;N;D;39;Email;112
UD03985025;N;D;45;Email;631
UD03985066;N;D;45;Direct Mail;606
UD03993193;N;D;55;Email;970
UD03999091;N;D;41;Direct Mail;917
UD04007217;N;D;23;Direct Mail;212
UD04008942;N;D;23;Direct Mail;500
UD04009734;N;D;45;Direct Mail;982
UD04015269;Y;D;44;Web;480
UD04018347;N;D;23;Direct Mail;370
UD04024543;N;D;44;Web;591
UD04027116;N;D;22;Email;201
UD04032249;N;D;44;Direct Mail;752
UD04038576;N;D;41;Direct Mail;32
UD04039301;Y;D;23;Direct Mail;352
UD04043964;N;D;30;Email;481
UD04045506;N;D;44;Web;112
UD04053781;N;D;55;Email;581
UD04054979;N;D;44;Email;410
UD04055026;N;D;44;Direct Mail;220
UD04056818;N;D;45;Email;21
UD04059093;N;D;30;Email;410
UD04063905;Y;D;27;Web;352
UD04072443;N;D;22;Direct Mail;117
UD04078051;N;D;30;Email;117
UD04080560;N;D;18;Direct Mail;100
UD04082640;N;D;27;Email;600
UD04088159;N;D;18;Direct Mail;945
UD04107322;N;D;27;Email;945
UD04118352;N;D;18;Web;441
UD04119541;N;D;39;Direct Mail;945
UD04127049;Y;D;30;Direct Mail;432
UD04127882;N;D;27;Direct Mail;38
UD04133971;N;D;45;Direct Mail;117
UD04134243;N;D;45;Direct Mail;681
UD04135778;N;D;45;Web;580
UD04137626;Y;D;45;Direct Mail;926
UD04140315;N;D;39;Email;100
UD04141289;N;D;21;Direct Mail;770
UD04141412;N;D;44;Web;117
UD04142725;Y;D;18;Direct Mail;945
UD04170999;N;D;18;Direct Mail;100
UD04177440;N;D;45;Web;852
UD04185963;N;D;30;Email;926
UD04188488;N;D;27;Email;31
UD04197844;N;D;27;Email;631
UD04201091;N;D;22;Direct Mail;970
UD04214615;N;D;18;Web;191
UD04218756;N;D;27;Web;891
UD04224275;N;D;27;Web;900
UD04226585;N;D;44;Web;452
UD04232815;N;D;30;Web;945
UD04246351;N;D;55;Email;32
UD04263604;N;D;18;Email;112
UD04268264;N;D;44;Direct Mail;191
UD04271714;N;D;45;Web;32
UD04274767;N;D;18;Email;191
UD04280137;N;D;55;Email;40
UD04287561;N;D;41;Web;981
UD04288726;N;D;44;Email;900
UD04289328;N;D;30;Direct Mail;750
UD04301693;N;D;21;Web;191
UD04316477;Y;D;18;Direct Mail;945
UD04329371;N;D;41;Direct Mail;331
UD04336178;Y;D;45;Direct Mail;100
UD04348942;N;D;45;Email;945
UD04363610;N;D;18;Web;331
UD04390613;N;D;45;Email;721
UD04392825;N;D;30;Email;117
UD04405155;N;D;27;Direct Mail;32
UD04405312;Y;D;44;Web;21
UD04406377;N;D;45;Email;32
UD04406922;N;D;27;Direct Mail;38
UD04410932;N;D;27;Email;283
UD04423083;N;D;27;Email;117
UD04429601;N;D;44;Email;331
UD04430658;Y;D;27;Direct Mail;601
UD04432118;N;D;44;Direct Mail;900
UD04435020;Y;D;44;Web;926
UD04435194;N;D;44;Direct Mail;301
UD04438628;N;D;44;Direct Mail;100
UD04444287;Y;D;44;Direct Mail;21
UD04463089;N;D;45;Direct Mail;331
UD04463923;N;D;27;Web;945
UD04473252;N;D;42;Email;982
UD04474417;N;D;45;Web;201
UD04481578;N;D;27;Web;32
UD04481610;N;D;27;Email;28
UD04486643;N;D;44;Direct Mail;112
UD04495925;N;D;42;Direct Mail;480
UD04507810;N;D;23;Direct Mail;900
UD04509535;N;D;45;Direct Mail;370
UD04511572;N;D;27;Direct Mail;630
UD04512208;N;D;45;Direct Mail;945
UD04516092;N;D;45;Email;331
UD04517637;N;D;20;Direct Mail;32
UD04520920;N;D;23;Email;980
UD04521159;N;D;23;Direct Mail;331
UD04524096;N;D;20;Email;117
UD04540852;N;D;44;Email;482
UD04541041;Y;D;19;Web;117
UD04546453;Y;D;44;Direct Mail;331
UD04547881;N;D;27;Email;630
UD04549283;N;D;23;Direct Mail;852
UD04549671;N;D;27;Direct Mail;482
UD04550828;N;D;44;Web;945
UD04552121;N;D;44;Direct Mail;968
UD04565909;Y;D;20;Email;553
UD04569505;Y;D;20;Direct Mail;117
UD04576278;N;D;23;Direct Mail;32
UD04581344;N;D;45;Web;770
UD04587929;Y;D;45;Direct Mail;210
UD04588208;N;D;45;Email;945
UD04590139;N;D;45;Email;331
UD04593489;N;D;45;Email;201
UD04597928;N;D;19;Email;117
UD04605556;N;D;42;Email;782
UD04608071;N;D;27;Web;503
UD04612073;N;D;27;Direct Mail;410
UD04617759;Y;D;23;Web;481
UD04618500;N;D;22;Direct Mail;100
UD04624086;N;D;8;Email;681
UD04642070;N;D;44;Email;481
UD04643292;N;D;27;Email;117
UD04648556;N;D;8;Email;850
UD04660114;N;D;7;Direct Mail;38
UD04666533;N;D;44;Web;210
UD04666749;Y;D;44;Email;441
UD04670998;Y;D;44;Direct Mail;352
UD04673190;N;D;7;Web;995
UD04677365;N;D;27;Direct Mail;212
UD04679296;Y;D;27;Web;770
UD04687208;Y;D;44;Web;782
UD04701611;N;D;30;Email;681
UD04704789;N;D;23;Email;402
UD04706743;N;D;23;Direct Mail;441
UD04709291;N;D;30;Direct Mail;208
UD04714135;N;D;23;Email;331
UD04717872;N;D;45;Email;750
UD04722419;N;D;30;Direct Mail;331
UD04724332;N;D;27;Web;32
UD04724803;N;D;22;Email;750
UD04727269;N;D;23;Email;530
UD04730180;N;D;23;Direct Mail;945
UD04730271;N;D;55;Web;480
UD04730552;Y;D;45;Direct Mail;853
UD04753356;N;D;45;Web;300
UD04764874;N;D;27;Web;68
UD04767992;N;D;41;Email;500
UD04771341;N;D;22;Email;660
UD04782199;N;D;26;Direct Mail;197
UD04794202;N;D;23;Direct Mail;481
UD04797122;N;D;27;Direct Mail;38
UD04804753;N;D;23;Direct Mail;481
UD04807244;N;D;41;Web;701
UD04839627;N;D;27;Email;482
UD04843496;N;D;27;Direct Mail;852
UD04846325;Y;D;23;Email;900
UD04851838;N;D;23;Web;112
UD04878013;N;D;44;Web;32
UD04883062;N;D;27;Web;352
UD04884888;N;D;23;Direct Mail;402
UD04889234;N;D;45;Direct Mail;891
UD04890794;N;D;22;Direct Mail;38
UD04901849;N;D;27;Email;117
UD04902623;N;D;45;Email;394
UD04911566;N;D;39;Direct Mail;980
UD04936977;Y;D;23;Direct Mail;770
UD04942405;N;D;23;Direct Mail;631
UD04944013;N;D;44;Direct Mail;900
UD04954905;N;D;23;Web;945
UD04955670;N;D;23;Web;500
UD04968004;N;D;23;Email;38
UD04968905;N;D;23;Direct Mail;980
UD04991527;N;D;44;Web;152
UD04994315;N;D;8;Direct Mail;117
UD05000583;N;D;8;Email;967
UD05008271;N;D;45;Web;198
UD05017181;Y;D;27;Web;983
UD05018957;N;D;27;Email;301
UD05027529;N;D;27;Direct Mail;685
UD05036694;N;D;44;Email;432
UD05044573;N;D;23;Email;967
UD05056908;N;D;27;Email;28
UD05068689;N;D;8;Web;770
UD05085196;N;D;23;Direct Mail;900
UD05091392;N;D;41;Direct Mail;21
UD05092374;N;D;26;Email;917
UD05095633;N;D;23;Email;212
UD05096888;N;D;41;Direct Mail;701
UD05099031;N;D;44;Direct Mail;852
UD05102165;N;D;23;Direct Mail;945
UD05109541;N;D;7;Email;782
UD05114863;N;D;26;Web;208
UD05116082;N;D;44;Email;234
UD05118369;N;D;27;Email;480
UD05123591;N;D;45;Direct Mail;117
UD05129416;N;D;45;Email;394
UD05133533;Y;D;27;Web;801
UD05136403;N;D;23;Direct Mail;31
UD05138474;N;D;55;Email;152
UD05142609;N;D;45;Direct Mail;480
UD05152798;N;D;39;Email;852
UD05157664;Y;D;44;Web;441
UD05161435;N;D;44;Direct Mail;601
UD05164884;N;D;55;Web;21
UD05171244;N;D;23;Web;331
UD05178991;N;D;26;Email;601
UD05180625;N;D;23;Web;191
UD05185871;N;D;44;Direct Mail;117
UD05189063;N;D;23;Direct Mail;630
UD05193768;N;D;23;Direct Mail;117
UD05197371;N;D;44;Direct Mail;570
UD05227673;N;D;45;Web;32
UD05263249;N;D;22;Email;701
UD05275037;N;D;27;Email;275
UD05282421;N;D;45;Direct Mail;395
UD05286471;N;D;23;Email;331
UD05287164;N;D;41;Direct Mail;917
UD05292941;N;D;27;Email;410
UD05296553;N;D;7;Email;60
UD05297643;N;D;23;Direct Mail;945
UD05310982;N;D;23;Direct Mail;117
UD05317433;N;D;8;Direct Mail;945
UD05317805;N;D;55;Web;782
UD05323431;N;D;27;Email;54
UD05331996;N;D;26;Direct Mail;731
UD05338009;N;D;39;Email;117
UD05343124;Y;D;27;Web;890
UD05343900;N;D;23;Email;945
UD05359351;N;D;8;Email;601
UD05388160;N;D;45;Web;606
UD05389143;N;D;7;Email;630
UD05390299;N;D;27;Web;201
UD05408950;N;D;45;Direct Mail;945
UD05410337;N;D;41;Direct Mail;917
UD05427620;N;D;30;Email;152
UD05433750;N;D;23;Web;967
UD05440771;N;D;7;Web;840
UD05441878;N;D;30;Email;180
UD05443247;Y;D;23;Web;531
UD05443908;N;D;30;Email;834
UD05449020;N;D;23;Direct Mail;32
UD05450705;N;D;23;Email;100
UD05463526;N;D;30;Web;926
UD05477302;N;D;27;Email;482
UD05480736;N;D;45;Direct Mail;152
UD05481023;N;D;27;Email;945
UD05491881;N;D;44;Direct Mail;782
UD05492806;N;D;22;Direct Mail;117
UD05498100;N;D;27;Direct Mail;331
UD05499041;N;D;27;Direct Mail;191
UD05502570;N;D;23;Direct Mail;283
UD05529318;N;D;55;Email;100
UD05529425;N;D;55;Email;945
UD05545405;N;D;1;Direct Mail;945
UD05556329;N;D;44;Direct Mail;331
UD05556378;N;D;44;Direct Mail;38
UD05571328;N;D;45;Direct Mail;782
UD05572441;N;D;30;Direct Mail;721
UD05573134;N;D;45;Direct Mail;275
UD05575386;N;D;23;Web;301
UD05578125;N;D;30;Direct Mail;112
UD05589981;N;D;41;Email;32
UD05593967;Y;D;45;Direct Mail;100
UD05595848;N;D;45;Web;117
UD05599170;N;D;23;Email;370
UD05599758;Y;D;45;Direct Mail;945
UD05602891;Y;D;23;Direct Mail;117
UD05603337;N;D;44;Direct Mail;900
UD05612999;N;D;45;Direct Mail;117
UD05620729;Y;D;27;Email;926
UD05640446;N;D;27;Web;917
UD05652599;N;D;44;Direct Mail;191
UD05653944;N;D;27;Direct Mail;945
UD05658505;Y;D;23;Email;681
UD05658562;N;D;23;Direct Mail;117
UD05660444;N;D;23;Direct Mail;370
UD05674916;N;D;27;Email;32
UD05675541;N;D;23;Email;604
UD05675574;N;D;23;Email;750
UD05709290;N;D;44;Direct Mail;152
UD05711213;N;D;44;Email;945
UD05715156;N;D;44;Web;852
UD05716824;N;D;44;Direct Mail;801
UD05719703;N;D;22;Direct Mail;770
UD05720800;Y;D;44;Email;207
UD05741731;N;D;27;Direct Mail;283
UD05752662;N;D;27;Email;900
UD05754585;N;D;45;Direct Mail;441
UD05755020;N;D;27;Email;410
UD05765953;N;D;45;Email;770
UD05768403;Y;D;23;Direct Mail;945
UD05777784;N;D;23;Direct Mail;21
UD05779483;N;D;23;Direct Mail;100
UD05779764;Y;D;23;Email;331
UD05785589;N;D;26;Direct Mail;117
UD05790084;N;D;27;Direct Mail;152
UD05790399;Y;D;23;Web;331
UD05795737;N;D;27;Web;604
UD05798848;N;D;26;Direct Mail;600
UD05824008;Y;D;23;Email;945
UD05831722;N;D;23;Direct Mail;21
UD05836622;N;D;27;Email;530
UD05853213;N;D;44;Email;945
UD05856687;N;D;23;Direct Mail;117
UD05858519;N;D;23;Direct Mail;530
UD05863345;N;D;23;Web;452
UD05874508;N;D;45;Direct Mail;926
UD05886577;N;D;27;Direct Mail;300
UD05887047;N;D;45;Direct Mail;201
UD05893466;N;D;26;Direct Mail;981
UD05896535;N;D;45;Direct Mail;452
UD05915319;N;D;44;Direct Mail;917
UD05915350;N;D;44;Direct Mail;462
UD05924857;Y;D;44;Direct Mail;900
UD05940903;N;D;27;Web;782
UD05953088;N;D;44;Email;530
UD05957758;N;D;45;Direct Mail;981
UD05958517;N;D;27;Email;331
UD05959325;N;D;1;Email;275
UD05968003;N;D;19;Direct Mail;852
UD05983465;N;D;45;Email;705
UD05987276;N;D;45;Direct Mail;331
UD05988456;N;D;44;Email;480
UD05996541;N;D;45;Direct Mail;551
UD06002455;N;D;27;Direct Mail;117
UD06014971;N;D;20;Direct Mail;112
UD06026405;N;D;20;Direct Mail;32
UD06038368;N;D;20;Email;945
UD06043392;N;D;20;Web;201
UD06043905;N;D;27;Direct Mail;801
UD06044812;N;D;44;Email;850
UD06079081;N;D;28;Direct Mail;21
UD06081111;N;D;29;Email;32
UD06086649;Y;D;23;Direct Mail;29
UD06102545;N;D;19;Email;370
UD06104327;N;D;19;Direct Mail;117
UD06105605;N;D;23;Direct Mail;731
UD06110118;Y;D;19;Direct Mail;100
UD06110829;N;D;45;Direct Mail;752
UD06112718;N;D;45;Email;600
UD06115604;N;D;19;Direct Mail;410
UD06116180;N;D;46;Email;331
UD06128961;N;D;19;Email;100
UD06144257;N;D;1;Email;300
UD06150320;Y;D;45;Direct Mail;152
UD06151591;N;D;23;Email;191
UD06154728;N;D;23;Email;112
UD06157168;N;D;23;Web;731
UD06160915;N;D;23;Email;782
UD06162101;N;D;27;Direct Mail;503
UD06167209;N;D;45;Web;891
UD06169197;N;D;45;Email;945
UD06171706;N;D;27;Direct Mail;981
UD06173520;N;D;27;Email;152
UD06174270;Y;D;23;Web;481
UD06175327;N;D;27;Web;945
UD06198782;N;D;39;Email;630
UD06206486;N;D;42;Direct Mail;945
UD06206510;N;D;42;Direct Mail;112
UD06206536;N;D;42;Web;750
UD06216683;Y;D;44;Web;38
UD06218184;N;D;44;Web;208
UD06218614;Y;D;44;Web;117
UD06223424;N;D;30;Email;606
UD06224588;N;D;27;Direct Mail;481
UD06230163;N;D;19;Direct Mail;112
UD06233035;N;D;42;Direct Mail;191
UD06234231;N;D;39;Direct Mail;741
UD06246110;N;D;29;Email;331
UD06260285;Y;D;27;Web;117
UD06266431;N;D;8;Direct Mail;117
UD06268676;N;D;29;Web;402
UD06280861;N;D;44;Email;551
UD06286199;Y;D;45;Direct Mail;220
UD06286504;N;D;45;Direct Mail;917
UD06287981;N;D;45;Direct Mail;191
UD06300925;N;D;19;Direct Mail;900
UD06301766;N;D;19;Direct Mail;112
UD06307185;N;D;45;Direct Mail;152
UD06310056;Y;D;55;Email;662
UD06310684;N;D;44;Direct Mail;100
UD06320840;N;D;8;Direct Mail;853
UD06321038;N;D;30;Direct Mail;967
UD06324370;N;D;42;Email;945
UD06331136;N;D;44;Email;800
UD06335137;N;D;44;Direct Mail;945
UD06339394;N;D;42;Email;370
UD06340822;N;D;44;Web;945
UD06348700;N;D;44;Email;606
UD06355663;N;D;44;Email;770
UD06360150;N;D;20;Direct Mail;64
UD06371447;Y;D;42;Direct Mail;331
UD06371587;N;D;42;Direct Mail;112
UD06377832;N;D;30;Direct Mail;275
UD06381230;N;D;30;Email;945
UD06382071;N;D;45;Email;481
UD06382113;N;D;45;Direct Mail;553
UD06383103;N;D;41;Direct Mail;441
UD06387864;N;D;45;Web;38
UD06399067;N;D;45;Email;945
UD06399992;N;D;8;Direct Mail;117
UD06400535;N;D;39;Email;894
UD06401673;N;D;42;Direct Mail;721
UD06408736;N;D;44;Email;945
UD06456149;N;D;45;Email;770
UD06465462;N;D;45;Email;782
UD06497341;N;D;45;Direct Mail;770
UD06500193;N;D;23;Direct Mail;117
UD06502892;N;D;45;Direct Mail;926
UD06517239;N;D;23;Direct Mail;21
UD06518302;N;D;44;Direct Mail;352
UD06519268;Y;D;23;Web;410
UD06520217;Y;D;44;Web;802
UD06521587;N;D;40;Direct Mail;32
UD06531008;Y;D;40;Direct Mail;32
UD06541999;N;D;20;Email;21
UD06542559;N;D;45;Direct Mail;117
UD06543383;N;D;41;Email;462
UD06548846;N;D;23;Web;750
UD06552137;N;D;46;Web;32
UD06559793;N;D;45;Direct Mail;853
UD06568513;N;D;23;Direct Mail;945
UD06572846;N;D;46;Direct Mail;900
UD06576862;N;D;45;Email;117
UD06631923;N;D;20;Email;381
UD06632046;N;D;20;Direct Mail;265
UD06637193;Y;D;44;Email;201
UD06638027;N;D;22;Web;21
UD06639090;N;D;44;Direct Mail;32
UD06640411;N;D;27;Direct Mail;580
UD06643472;N;D;55;Email;750
UD06650196;N;D;44;Email;852
UD06653992;N;D;44;Email;532
UD06654107;N;D;44;Email;481
UD06658124;Y;D;44;Email;191
UD06663355;Y;D;44;Email;462
UD06664940;N;D;23;Web;945
UD06665426;N;D;44;Direct Mail;801
UD06670160;N;D;27;Email;29
UD06685168;N;D;55;Email;750
UD06698872;N;D;23;Email;331
UD06699540;N;D;45;Web;112
UD06724868;N;D;20;Direct Mail;117
UD06725469;N;D;45;Email;191
UD06731129;N;D;45;Direct Mail;191
UD06734479;N;D;19;Direct Mail;117
UD06738025;N;D;20;Direct Mail;782
UD06748487;N;D;44;Direct Mail;381
UD06766836;N;D;46;Direct Mail;750
UD06772826;N;D;44;Direct Mail;117
UD06782346;N;D;44;Web;452
UD06785349;N;D;19;Email;38
UD06786511;N;D;42;Direct Mail;980
UD06788285;N;D;42;Email;301
UD06796049;N;D;19;Direct Mail;38
UD06801633;N;D;19;Direct Mail;32
UD06802631;N;D;20;Direct Mail;100
UD06804470;N;D;20;Email;802
UD06805071;N;D;45;Direct Mail;731
UD06809750;N;D;23;Direct Mail;900
UD06809990;N;D;20;Direct Mail;551
UD06810329;N;D;44;Email;604
UD06813588;N;D;23;Web;917
UD06813638;N;D;23;Direct Mail;220
UD06815013;N;D;7;Email;191
UD06822076;N;D;45;Direct Mail;730
UD06826614;N;D;41;Web;18
UD06828016;N;D;19;Direct Mail;917
UD06839369;N;D;20;Email;900
UD06839898;N;D;23;Direct Mail;840
UD06852263;N;D;45;Direct Mail;117
UD06853642;N;D;42;Email;481
UD06856876;N;D;27;Email;601
UD06857502;N;D;45;Direct Mail;275
UD06861058;N;D;42;Web;32
UD06864631;Y;D;23;Email;750
UD06871040;Y;D;44;Direct Mail;731
UD06887285;N;D;27;Direct Mail;117
UD06889323;N;D;42;Web;945
UD06897144;N;D;46;Direct Mail;982
UD06902415;N;D;27;Web;770
UD06946313;N;D;45;Direct Mail;21
UD06950000;Y;D;45;Web;945
UD06953996;Y;D;45;Direct Mail;395
UD06957211;N;D;46;Direct Mail;18
UD06960892;N;D;40;Email;283
UD06962070;N;D;7;Email;331
UD06965115;N;D;45;Web;752
UD06981336;N;D;23;Email;740
UD06987523;N;D;44;Email;301
UD06991384;N;D;44;Email;207
UD06996854;N;D;44;Direct Mail;750
UD07001167;N;D;44;Direct Mail;770
UD07003171;N;D;23;Direct Mail;462
UD07003437;N;D;23;Direct Mail;32
UD07006661;N;D;44;Web;503
UD07010937;Y;D;27;Web;32
UD07050644;N;D;27;Email;117
UD07051949;Y;D;45;Web;331
UD07057672;N;D;45;Web;945
UD07063290;N;D;45;Web;234
UD07063365;N;D;45;Direct Mail;191
UD07064967;N;D;45;Email;531
UD07072259;N;D;27;Web;117
UD07072291;N;D;27;Direct Mail;782
UD07077134;N;D;29;Direct Mail;38
UD07078488;N;D;45;Web;60
UD07080641;N;D;27;Direct Mail;750
UD07081540;N;D;27;Web;191
UD07095854;N;D;23;Direct Mail;112
UD07108830;N;D;44;Direct Mail;30
UD07111966;N;D;27;Email;441
UD07116866;N;D;7;Email;100
UD07117195;N;D;20;Direct Mail;117
UD07118953;N;D;20;Direct Mail;681
UD07123805;N;D;44;Direct Mail;117
UD07143514;N;D;20;Email;945
UD07144892;N;D;55;Direct Mail;604
UD07146640;N;D;21;Email;117
UD07160492;N;D;20;Email;100
UD07170475;Y;D;44;Direct Mail;597
UD07176340;N;D;45;Email;631
UD07178270;N;D;45;Direct Mail;283
UD07181118;N;D;20;Email;117
UD07197502;N;D;27;Email;191
UD07205297;N;D;55;Email;982
UD07211485;N;D;42;Email;770
UD07213150;N;D;27;Direct Mail;917
UD07219900;N;D;23;Direct Mail;301
UD07239106;N;D;21;Email;463
UD07243793;N;D;42;Web;381
UD07245277;N;D;23;Direct Mail;117
UD07247422;N;D;42;Email;741
UD07255789;N;D;23;Email;117
UD07258452;N;D;28;Direct Mail;945
UD07261704;N;D;27;Email;604
UD07264351;N;D;42;Email;275
UD07264369;N;D;42;Direct Mail;191
UD07289754;N;D;23;Email;331
UD07300775;Y;D;45;Direct Mail;721
UD07302516;N;D;46;Direct Mail;782
UD07303191;N;D;7;Email;441
UD07314180;N;D;23;Web;208
UD07320310;N;D;8;Email;32
UD07326663;N;D;20;Web;532
UD07328891;N;D;46;Email;826
UD07341837;N;D;44;Email;117
UD07348154;Y;D;23;Web;900
UD07349590;N;D;27;Email;117
UD07357882;N;D;43;Direct Mail;300
UD07360407;N;D;44;Email;60
UD07364912;N;D;45;Web;104
UD07369275;N;D;43;Direct Mail;631
UD07370612;N;D;45;Email;54
UD07372097;N;D;23;Web;117
UD07378961;N;D;20;Email;112
UD07379910;N;D;44;Email;38
UD07381593;N;D;23;Direct Mail;117
UD07382476;N;D;43;Direct Mail;100
UD07386535;N;D;20;Direct Mail;57
UD07402035;N;D;44;Email;630
UD07402837;N;D;44;Direct Mail;480
UD07410301;N;D;44;Web;117
UD07417983;N;D;44;Direct Mail;600
UD07419393;N;D;23;Web;802
UD07425937;N;D;44;Direct Mail;331
UD07433006;N;D;44;Direct Mail;208
UD07437064;N;D;23;Email;21
UD07438377;N;D;21;Email;917
UD07444730;N;D;23;Web;770
UD07447089;N;D;23;Email;601
UD07457716;Y;D;20;Email;200
UD07464597;Y;D;41;Direct Mail;850
UD07464811;Y;D;21;Email;301
UD07465362;N;D;20;Email;32
UD07465560;N;D;46;Web;606
UD07467186;N;D;20;Direct Mail;972
UD07474539;N;D;39;Direct Mail;917
UD07475239;N;D;46;Email;38
UD07476013;N;D;27;Direct Mail;117
UD07496821;N;D;27;Email;850
UD07498520;N;D;27;Email;331
UD07502065;N;D;8;Web;283
UD07513831;N;D;55;Direct Mail;601
UD07516859;N;D;27;Direct Mail;64
UD07519192;Y;D;45;Email;152
UD07526965;Y;D;45;Direct Mail;212
UD07531502;N;D;45;Web;782
UD07560923;N;D;41;Direct Mail;191
UD07575723;N;D;44;Web;782
UD07576234;Y;D;23;Web;100
UD07578339;Y;D;23;Direct Mail;331
UD07580186;Y;D;23;Direct Mail;945
UD07587793;N;D;45;Email;60
UD07592660;N;D;44;Direct Mail;945
UD07594351;N;D;44;Direct Mail;402
UD07600844;N;D;23;Email;720
UD07601156;Y;D;45;Direct Mail;381
UD07601669;N;D;55;Email;972
UD07612617;N;D;28;Email;782
UD07638851;N;D;29;Direct Mail;117
UD07649635;N;D;27;Web;701
UD07672389;N;D;45;Web;100
UD07673882;N;D;39;Direct Mail;32
UD07682198;N;D;45;Direct Mail;700
UD07693716;N;D;55;Email;191
UD07695547;N;D;45;Direct Mail;152
UD07696636;N;D;27;Email;662
UD07698533;N;D;23;Email;152
UD07712458;N;D;7;Email;631
UD07717903;N;D;39;Direct Mail;191
UD07723513;N;D;41;Direct Mail;275
UD07731037;N;D;41;Web;100
UD07731201;N;D;39;Direct Mail;32
UD07732886;N;D;39;Direct Mail;191
UD07740525;N;D;39;Web;841
UD07745532;Y;D;23;Web;981
UD07755952;N;D;7;Email;32
UD07756323;Y;D;45;Email;352
UD07764285;Y;D;27;Email;191
UD07774102;N;D;45;Direct Mail;64
UD07776032;N;D;45;Email;980
