SEQKEY;Response;Creative;Marketing Segment;CHANNEL
UC0160216816;Y;C;16;Web
UC016068391;N;C;7;Email
UC0160695317;N;C;15;Email
UC016131995;N;C;15;Email
UC0161410616;N;C;15;Direct Mail
UC0161928711;N;C;15;Email
UC0162718113;N;C;16;Direct Mail
UC0162975720;N;C;16;Email
UC0166962110;N;C;16;Web
UC016704624;N;C;16;Email
UC0167066012;N;C;16;Email
UC0169475113;N;C;15;Direct Mail
UC017000389;N;C;15;Direct Mail
UC017292434;N;C;1;Direct Mail
UC017339309;N;C;5;Email
UC0173549717;N;C;5;Email
UC017495225;N;C;5;Email
UC017775154;N;C;5;Direct Mail
UC0178209313;N;C;16;Direct Mail
UC0179235715;N;C;54;Email
UC018088153;N;C;16;Email
UC018095573;N;C;16;Direct Mail
UC018145995;N;C;16;Email
UC0181652914;N;C;16;Web
UC018268824;N;C;16;Direct Mail
UC0182846611;N;C;5;Email
UC0185793716;N;C;15;Email
UC018591235;N;C;15;Email
UC018618307;N;C;5;Web
UC0186321620;N;C;15;Email
UC018761199;N;C;11;Email
UC0187738017;N;C;15;Direct Mail
UC0191661819;N;C;11;Direct Mail
UC019183589;N;C;11;Email
UC0194008912;N;C;11;Email
UC019731309;N;C;11;Email
UC0197585313;N;C;17;Email
UC019801276;N;C;11;Email
UC0199592711;N;C;14;Web
UC0203709120;N;C;17;Direct Mail
UC0203771117;N;C;16;Email
UC0204076415;N;C;11;Direct Mail
UC0204175413;N;C;16;Email
UC0204515117;N;C;16;Direct Mail
UC0204679516;N;C;16;Email
UC020485364;N;C;16;Email
UC0205376714;N;C;16;Email
UC0206537318;N;C;1;Direct Mail
UC0207278313;N;C;11;Direct Mail
UC0209395311;N;C;54;Email
UC0209788915;Y;C;1;Direct Mail
UC0212192918;N;C;15;Direct Mail
UC021239826;N;C;14;Direct Mail
UC021402188;N;C;7;Web
UC021444262;N;C;54;Direct Mail
UC0214840111;N;C;54;Web
UC021570484;N;C;11;Direct Mail
UC0216169314;N;C;54;Direct Mail
UC0218194913;N;C;1;Email
UC021873348;N;C;15;Web
UC021954021;N;C;17;Email
UC0220157218;N;C;11;Direct Mail
UC0220162211;N;C;11;Email
UC0220613414;Y;C;17;Direct Mail
UC0221854315;N;C;15;Email
UC022296803;N;C;16;Direct Mail
UC0223071219;N;C;16;Email
UC0223136318;N;C;16;Email
UC0223265017;N;C;16;Email
UC022399459;Y;C;54;Web
UC022458843;N;C;17;Direct Mail
UC0225370615;N;C;54;Email
UC022570535;N;C;16;Web
UC0229222512;N;C;16;Direct Mail
UC0230682710;N;C;17;Email
UC023302498;N;C;7;Web
UC0233479516;N;C;17;Web
UC023369238;N;C;15;Email
UC023619624;N;C;15;Direct Mail
UC0236935318;N;C;54;Direct Mail
UC023714256;N;C;17;Direct Mail
UC023748416;N;C;17;Email
UC023797663;Y;C;54;Email
UC0238150720;N;C;54;Direct Mail
UC0238466720;N;C;15;Direct Mail
UC024153056;N;C;15;Direct Mail
UC0245024516;N;C;15;Direct Mail
UC0247348619;N;C;7;Direct Mail
UC024839721;N;C;7;Direct Mail
UC0249081119;N;C;7;Direct Mail
UC0251683915;N;C;14;Web
UC025204353;N;C;54;Email
UC0252050020;N;C;54;Direct Mail
UC0252928715;N;C;16;Email
UC0255046514;N;C;16;Direct Mail
UC025520658;N;C;16;Direct Mail
UC0256966312;N;C;16;Direct Mail
UC0257246916;N;C;15;Direct Mail
UC0257256813;N;C;16;Direct Mail
UC0257388917;N;C;17;Direct Mail
UC0257404414;N;C;14;Web
UC025887965;N;C;54;Direct Mail
UC0263468110;N;C;11;Email
UC0266289815;N;C;17;Direct Mail
UC026824668;N;C;54;Direct Mail
UC0268835616;N;C;11;Direct Mail
UC026901626;Y;C;11;Web
UC026916738;N;C;1;Web
UC0269884312;N;C;11;Web
UC027056979;N;C;1;Direct Mail
UC027134938;N;C;54;Email
UC027198705;N;C;1;Web
UC027265373;N;C;1;Email
UC0275002414;N;C;14;Email
UC027630017;N;C;54;Email
UC0277098014;N;C;1;Email
UC027737528;N;C;54;Direct Mail
UC027838507;N;C;1;Direct Mail
UC0279584710;N;C;54;Direct Mail
UC0280198316;N;C;7;Web
UC0285277012;Y;C;54;Email
UC028742536;N;C;17;Email
UC028836764;N;C;14;Web
UC029079137;N;C;54;Direct Mail
UC029194961;N;C;17;Email
UC0292659018;N;C;54;Direct Mail
UC029430259;N;C;14;Web
UC029459706;Y;C;1;Direct Mail
UC029999021;N;C;17;Email
UC0300225014;N;C;1;Direct Mail
UC0301043615;N;C;54;Email
UC0302936017;N;C;17;Email
UC0305705618;N;C;17;Email
UC0306670118;N;C;11;Direct Mail
UC0308453011;N;C;1;Direct Mail
UC030856853;N;C;11;Email
UC0314442520;N;C;7;Direct Mail
UC0315043017;N;C;7;Web
UC0315807817;N;C;7;Email
UC031899254;N;C;17;Web
UC031964176;N;C;54;Web
UC0323703918;N;C;14;Email
UC032470533;N;C;7;Web
UC032875886;N;C;7;Email
UC032977518;N;C;54;Web
UC0331496013;N;C;1;Email
UC0335218415;N;C;17;Email
UC0335243214;N;C;1;Direct Mail
UC0335564118;N;C;17;Direct Mail
UC0335855315;N;C;7;Email
UC0339036616;N;C;1;Email
UC0340294819;N;C;15;Web
UC0342744020;Y;C;16;Web
UC0345610011;N;C;54;Direct Mail
UC034661332;N;C;1;Direct Mail
UC0346708112;N;C;11;Direct Mail
UC034745661;N;C;15;Web
UC034842926;Y;C;1;Email
UC0348594310;N;C;1;Web
UC034941685;N;C;11;Direct Mail
UC0355477116;N;C;56;Email
UC035581862;N;C;56;Web
UC0356308715;N;C;54;Email
UC0359364718;N;C;54;Direct Mail
UC0359671518;N;C;56;Web
UC0359868718;N;C;54;Email
UC036004917;N;C;54;Email
UC0360251317;N;C;54;Web
UC036046755;N;C;7;Direct Mail
UC036078279;N;C;14;Email
UC036094505;N;C;14;Web
UC036203581;N;C;56;Email
UC0364297217;N;C;56;Email
UC0364480414;N;C;56;Direct Mail
UC0365750912;N;C;54;Email
UC0367458717;N;C;54;Email
UC037051591;N;C;14;Web
UC037109027;N;C;54;Email
UC037542313;N;C;7;Direct Mail
UC0376553416;N;C;1;Email
UC037718132;N;C;7;Direct Mail
UC0378632420;N;C;14;Direct Mail
UC037912337;N;C;7;Web
UC037929593;N;C;7;Web
UC0380061212;N;C;7;Direct Mail
UC0380823520;N;C;54;Email
UC0382283010;N;C;11;Web
UC0382459616;N;C;11;Direct Mail
UC038521342;N;C;11;Direct Mail
UC038605172;N;C;14;Email
UC0387365020;N;C;14;Email
UC0390076820;N;C;1;Direct Mail
UC0391640010;N;C;1;Direct Mail
UC0396374111;N;C;11;Direct Mail
UC039897466;Y;C;1;Web
UC0404354312;N;C;5;Email
UC040529736;N;C;7;Email
UC0406973818;N;C;5;Direct Mail
UC040715289;N;C;5;Email
UC0408042011;N;C;5;Direct Mail
UC0408656717;N;C;7;Direct Mail
UC0409568317;N;C;14;Email
UC0410087116;N;C;57;Email
UC041043525;N;C;57;Email
UC041111002;N;C;14;Direct Mail
UC041142036;N;C;54;Direct Mail
UC041351661;N;C;54;Email
UC0414244410;N;C;14;Web
UC041529221;N;C;54;Email
UC041610716;N;C;5;Email
UC0416590813;N;C;54;Direct Mail
UC0416811817;N;C;5;Email
UC041741085;N;C;7;Direct Mail
UC0417848917;N;C;5;Web
UC0420477220;N;C;5;Direct Mail
UC042058861;N;C;14;Web
UC0421162915;N;C;11;Email
UC042125692;N;C;11;Email
UC0422661918;Y;C;7;Direct Mail
UC042272036;N;C;54;Direct Mail
UC0423298920;Y;C;5;Direct Mail
UC042551968;N;C;1;Direct Mail
UC042610531;N;C;5;Direct Mail
UC042704685;N;C;14;Email
UC042763256;Y;C;1;Direct Mail
UC042889578;N;C;1;Email
UC0428989810;N;C;7;Web
UC043319635;Y;C;1;Email
UC0437278510;N;C;1;Direct Mail
UC043801434;N;C;5;Direct Mail
UC043868011;N;C;1;Email
UC043890525;N;C;5;Direct Mail
UC0441097313;N;C;7;Web
UC044249091;N;C;54;Web
UC044277611;Y;C;11;Web
UC044407159;N;C;1;Direct Mail
UC044484941;N;C;1;Email
UC044727753;Y;C;11;Direct Mail
UC0449612120;N;C;57;Direct Mail
UC0450032818;N;C;1;Web
UC045048901;N;C;57;Email
UC0452910314;N;C;1;Direct Mail
UC0457824117;N;C;11;Web
UC045889012;N;C;14;Email
UC0461483012;N;C;54;Direct Mail
UC046163485;N;C;54;Email
UC046278084;N;C;7;Email
UC0463155219;N;C;54;Email
UC046406111;N;C;7;Email
UC0465283019;N;C;7;Email
UC046577142;N;C;11;Email
UC0466236716;N;C;7;Direct Mail
UC0466332417;N;C;11;Web
UC046818702;N;C;54;Direct Mail
UC0471082812;N;C;14;Email
UC0471855711;N;C;54;Direct Mail
UC0472801011;N;C;1;Email
UC047324189;Y;C;1;Direct Mail
UC0473262412;N;C;11;Direct Mail
UC0474002320;N;C;1;Email
UC0475577310;Y;C;1;Email
UC047754097;N;C;7;Web
UC0477558111;N;C;14;Direct Mail
UC047813655;N;C;11;Direct Mail
UC047923395;N;C;7;Web
UC048106771;N;C;11;Direct Mail
UC0481693018;N;C;14;Email
UC048629912;N;C;14;Direct Mail
UC048779403;N;C;54;Direct Mail
UC049050222;N;C;11;Direct Mail
UC049062104;N;C;54;Email
UC0490678015;N;C;11;Email
UC0491745613;N;C;1;Direct Mail
UC0495821120;N;C;1;Email
UC0496824410;N;C;11;Email
UC049732779;N;C;1;Direct Mail
UC049795485;N;C;11;Email
UC0502318917;N;C;54;Web
UC0502439315;N;C;54;Web
UC0502627315;N;C;54;Direct Mail
UC050624271;N;C;11;Direct Mail
UC0506284912;N;C;54;Email
UC050683174;N;C;11;Direct Mail
UC0507636916;N;C;54;Email
UC050971181;N;C;54;Web
UC0511863310;N;C;54;Direct Mail
UC051285669;N;C;54;Email
UC051299037;N;C;7;Direct Mail
UC051329312;N;C;54;Web
UC051390017;N;C;7;Direct Mail
UC0514819218;N;C;54;Web
UC0515045311;N;C;11;Direct Mail
UC0516487617;N;C;14;Direct Mail
UC0519500319;N;C;11;Direct Mail
UC0520084520;N;C;54;Direct Mail
UC052041773;N;C;54;Email
UC0520730315;N;C;11;Direct Mail
UC0520898816;N;C;54;Direct Mail
UC0521209714;N;C;54;Direct Mail
UC052636297;N;C;11;Web
UC0527110110;N;C;14;Direct Mail
UC0528394012;N;C;54;Email
UC0530870513;N;C;11;Web
UC0531787019;N;C;54;Email
UC0533405716;Y;C;4;Email
UC053352945;N;C;11;Direct Mail
UC0534356118;N;C;54;Web
UC053474145;N;C;11;Direct Mail
UC0535470915;N;C;54;Direct Mail
UC0536937611;N;C;4;Email
UC0537118220;N;C;4;Direct Mail
UC0537150517;N;C;11;Email
UC0537414515;N;C;11;Web
UC0538689117;N;C;11;Web
UC054512408;N;C;54;Direct Mail
UC0545321214;N;C;1;Direct Mail
UC054580052;N;C;54;Web
UC054969717;N;C;7;Direct Mail
UC054969979;N;C;7;Web
UC0551163913;N;C;14;Web
UC055294173;N;C;14;Email
UC0553159519;N;C;11;Direct Mail
UC055402405;N;C;11;Email
UC0554189113;N;C;1;Web
UC055626577;N;C;11;Web
UC0557642618;N;C;7;Email
UC056235172;N;C;11;Web
UC0563468819;N;C;14;Email
UC0565893511;N;C;11;Email
UC056645943;N;C;14;Email
UC0566554220;N;C;14;Direct Mail
UC056684397;N;C;7;Email
UC056919106;Y;C;11;Web
UC0569280111;N;C;54;Email
UC0584195218;Y;C;4;Email
UC058584443;N;C;54;Direct Mail
UC058629417;N;C;4;Email
UC0586994616;N;C;4;Web
UC058739635;N;C;54;Direct Mail
UC058752322;N;C;4;Email
UC0589976019;N;C;5;Direct Mail
UC059181232;N;C;7;Email
UC0594689215;N;C;5;Web
UC0594874017;Y;C;5;Direct Mail
UC059663388;N;C;54;Direct Mail
UC0597779815;N;C;11;Direct Mail
UC0597847311;N;C;7;Email
UC059934312;N;C;11;Direct Mail
UC060027783;N;C;5;Direct Mail
UC060031568;Y;C;11;Email
UC0601384116;N;C;7;Email
UC0601437720;N;C;54;Email
UC0601695013;N;C;11;Direct Mail
UC0601774316;N;C;7;Direct Mail
UC060248634;N;C;54;Direct Mail
UC060356797;N;C;7;Email
UC060376752;N;C;5;Web
UC0605675814;Y;C;5;Email
UC060569981;N;C;11;Email
UC060585721;N;C;54;Web
UC060646613;N;C;56;Direct Mail
UC060680504;N;C;56;Email
UC060698763;N;C;56;Direct Mail
UC0608267119;N;C;1;Direct Mail
UC061065538;N;C;57;Email
UC0611693320;Y;C;56;Direct Mail
UC0611808718;N;C;54;Email
UC0612190917;N;C;1;Email
UC061226676;N;C;54;Email
UC061259189;N;C;11;Email
UC061430102;N;C;57;Email
UC0615413214;N;C;1;Email
UC061806168;N;C;54;Direct Mail
UC062205947;N;C;54;Web
UC062258749;N;C;54;Direct Mail
UC0623868719;N;C;11;Email
UC0624268916;N;C;11;Email
UC062506336;N;C;1;Direct Mail
UC0625813117;N;C;11;Email
UC062664235;N;C;11;Email
UC0627267819;N;C;54;Email
UC062734782;N;C;11;Direct Mail
UC0628972217;N;C;11;Direct Mail
UC0632456012;Y;C;1;Email
UC063729246;N;C;56;Email
UC063794241;N;C;54;Email
UC0639110619;N;C;54;Direct Mail
UC064173231;N;C;14;Email
UC064240893;N;C;14;Email
UC0645950720;N;C;14;Direct Mail
UC0647071019;N;C;14;Email
UC0648163418;N;C;7;Email
UC064838202;N;C;7;Web
UC0649372014;N;C;1;Email
UC0650335310;N;C;1;Email
UC065160098;N;C;54;Direct Mail
UC065271629;N;C;11;Email
UC0653081016;N;C;54;Email
UC065410722;N;C;7;Web
UC0654182516;N;C;7;Email
UC0660521618;N;C;54;Direct Mail
UC066250404;N;C;17;Direct Mail
UC0664476916;N;C;14;Email
UC066492898;N;C;17;Direct Mail
UC0667662114;N;C;7;Email
UC0667877519;N;C;11;Email
UC0669575320;N;C;14;Web
UC067065929;N;C;14;Email
UC067125173;N;C;17;Direct Mail
UC0673829815;N;C;17;Email
UC0675614217;N;C;14;Email
UC067621998;N;C;56;Direct Mail
UC0678686716;N;C;17;Direct Mail
UC0678869917;N;C;17;Email
UC067921058;N;C;17;Email
UC0680039513;N;C;17;Email
UC068008417;N;C;17;Email
UC0681765411;N;C;56;Email
UC0681777920;N;C;17;Direct Mail
UC0681985815;N;C;17;Direct Mail
UC0682746320;N;C;1;Direct Mail
UC0682945117;N;C;11;Web
UC0684549912;N;C;56;Direct Mail
UC0688183312;N;C;7;Email
UC069132893;N;C;11;Web
UC0695118010;N;C;7;Email
UC069553891;N;C;17;Direct Mail
UC069603714;Y;C;11;Direct Mail
UC069623282;N;C;17;Direct Mail
UC069810137;N;C;11;Direct Mail
UC0698733312;N;C;11;Email
UC0702549712;N;C;17;Direct Mail
UC0704219510;N;C;7;Direct Mail
UC070696446;N;C;7;Email
UC0708473415;N;C;11;Web
UC0709516912;N;C;17;Web
UC0713275619;Y;C;7;Direct Mail
UC0713527017;N;C;17;Email
UC071459236;N;C;11;Email
UC0716054215;N;C;17;Email
UC0716738016;N;C;1;Direct Mail
UC0718894915;N;C;7;Email
UC072021873;N;C;1;Direct Mail
UC0720550317;N;C;1;Email
UC0723700113;N;C;6;Email
UC072512181;N;C;17;Direct Mail
UC0725256216;N;C;1;Web
UC0726727118;N;C;17;Direct Mail
UC0727096019;Y;C;1;Web
UC072828419;N;C;17;Email
UC072899299;N;C;17;Email
UC0730605316;N;C;11;Email
UC073106182;N;C;7;Email
UC0731142610;N;C;11;Direct Mail
UC0732496513;N;C;17;Direct Mail
UC0733568018;N;C;54;Email
UC0734929319;N;C;17;Email
UC0736627116;N;C;54;Email
UC0737434118;N;C;7;Web
UC073953207;N;C;7;Email
UC0739610417;N;C;14;Email
UC0740703413;N;C;7;Web
UC074142539;N;C;14;Web
UC0741776913;N;C;14;Direct Mail
UC0742861820;N;C;1;Direct Mail
UC074329177;N;C;1;Direct Mail
UC0743358411;N;C;7;Direct Mail
UC074416527;N;C;54;Direct Mail
UC074562967;N;C;56;Direct Mail
UC0752253519;N;C;17;Email
UC075321208;Y;C;11;Web
UC075375582;N;C;56;Web
UC0754563514;N;C;54;Email
UC0754992619;N;C;54;Email
UC0757464320;N;C;17;Direct Mail
UC075769118;N;C;14;Email
UC0759089614;N;C;1;Direct Mail
UC0760136215;N;C;1;Email
UC076195704;N;C;56;Web
UC0762288913;N;C;14;Web
UC076288525;N;C;17;Direct Mail
UC076306923;N;C;17;Email
UC076310479;N;C;54;Direct Mail
UC076314351;N;C;11;Email
UC076393961;N;C;17;Direct Mail
UC076549323;N;C;17;Direct Mail
UC076737009;N;C;1;Direct Mail
UC076780303;N;C;11;Direct Mail
UC0767867513;N;C;14;Web
UC0769151212;N;C;54;Direct Mail
UC076956205;N;C;11;Direct Mail
UC077216408;N;C;14;Email
UC077345699;N;C;11;Direct Mail
UC077356993;N;C;54;Email
UC077823945;N;C;11;Direct Mail
UC0778813618;N;C;11;Direct Mail
UC0779969519;N;C;54;Email
UC0780211918;N;C;11;Email
UC078054842;N;C;11;Email
UC078170676;N;C;14;Email
UC078540297;N;C;17;Email
UC0788578319;N;C;54;Email
UC078869481;N;C;14;Web
UC078896452;N;C;11;Web
UC0789025412;N;C;14;Email
UC0789536019;N;C;57;Email
UC078969131;N;C;57;Web
UC0789985910;N;C;11;Email
UC079000465;N;C;11;Direct Mail
UC0791944214;N;C;54;Email
UC0792304816;N;C;56;Direct Mail
UC0792471514;N;C;11;Email
UC0794747612;N;C;57;Email
UC0795116315;N;C;57;Direct Mail
UC0795632919;N;C;57;Email
UC079604381;Y;C;54;Web
UC0801457311;N;C;11;Direct Mail
UC080178733;N;C;11;Web
UC0801915015;N;C;11;Email
UC080321797;N;C;11;Email
UC0808258813;N;C;54;Direct Mail
UC081660921;N;C;54;Direct Mail
UC0821414015;N;C;11;Web
UC082157337;Y;C;11;Direct Mail
UC082243137;N;C;14;Email
UC082569355;N;C;54;Direct Mail
UC0825841018;N;C;1;Web
UC0826204019;N;C;54;Direct Mail
UC0827489617;N;C;11;Email
UC0828551215;N;C;11;Email
UC082940274;N;C;1;Web
UC0829544615;N;C;54;Web
UC0835683415;Y;C;11;Email
UC083659004;N;C;14;Direct Mail
UC083881264;N;C;14;Direct Mail
UC0838996715;N;C;14;Email
UC0840738920;N;C;1;Web
UC0843049819;N;C;1;Direct Mail
UC084305484;N;C;1;Web
UC084428084;N;C;7;Direct Mail
UC0845587515;N;C;1;Web
UC0847215115;N;C;11;Email
UC084783724;N;C;7;Direct Mail
UC084937107;N;C;11;Web
UC0850000116;N;C;54;Direct Mail
UC0851306119;N;C;11;Email
UC0854816620;Y;C;1;Web
UC0855350519;N;C;54;Direct Mail
UC0857137410;N;C;1;Email
UC0857242217;N;C;54;Email
UC0857341216;N;C;7;Direct Mail
UC0857447711;N;C;57;Direct Mail
UC0859023410;N;C;57;Email
UC085907477;N;C;54;Direct Mail
UC0860058712;N;C;57;Direct Mail
UC0860326812;N;C;54;Web
UC0862138517;Y;C;57;Email
UC086224744;N;C;54;Email
UC0862609519;N;C;54;Direct Mail
UC0862883620;N;C;11;Email
UC086311526;N;C;54;Email
UC0863117810;N;C;54;Email
UC086585283;N;C;11;Email
UC0865929416;N;C;15;Direct Mail
UC0869427516;N;C;15;Email
V1100654483;N;E;47;Email
V1100901233;N;E;47;Direct Mail
V1100920617;N;E;53;Email
V11009560120;N;E;53;Direct Mail
V11011309915;N;E;51;Email
V11014484713;N;E;51;Email
V11014640419;N;E;51;Direct Mail
V11018256520;N;E;12;Email
V1101887453;N;E;49;Direct Mail
V11019727415;N;E;47;Email
V1102624097;N;E;53;Web
V1105429177;N;E;47;Email
V11056843314;N;E;51;Direct Mail
V11057095910;N;E;53;Web
V11058004012;N;E;12;Email
V1105819564;N;E;12;Direct Mail
V11060515113;N;E;51;Web
V11060729819;N;E;51;Direct Mail
V11060976516;N;E;51;Direct Mail
V11061251218;N;E;48;Email
V1106158875;N;E;12;Direct Mail
V11062113315;N;E;12;Web
V11062424411;N;E;12;Direct Mail
V1106246812;N;E;12;Email
V1106627645;N;E;12;Email
V1106670375;N;E;49;Email
V11066821711;N;E;12;Direct Mail
V11067909919;N;E;51;Direct Mail
V11068494111;N;E;12;Web
V11068670619;Y;E;51;Direct Mail
V11071282511;N;E;12;Web
V11072153715;N;E;12;Direct Mail
V11076769612;N;E;12;Email
V11077243114;N;E;51;Direct Mail
V11079240512;N;E;53;Direct Mail
V11079501011;N;E;51;Email
V1107974205;N;E;51;Direct Mail
V1108154534;N;E;12;Direct Mail
V11081565116;N;E;51;Direct Mail
V11081915812;N;E;12;Web
V11082190711;N;E;12;Direct Mail
V11082565017;N;E;12;Email
V11083562617;N;E;25;Direct Mail
V11084758917;N;E;47;Email
V1108537365;N;E;51;Web
V1108610779;N;E;12;Direct Mail
V1108613179;N;E;12;Email
V1108614405;N;E;12;Email
V11086227313;N;E;51;Direct Mail
V1108692947;N;E;53;Email
V11087139915;N;E;37;Web
V11087653910;N;E;12;Email
V11088590213;N;E;12;Web
V1109080508;N;E;51;Direct Mail
V11091528717;N;E;51;Email
V1109166998;N;E;12;Direct Mail
V11091701019;N;E;53;Email
V1109222598;N;E;12;Web
V11092246518;N;E;53;Direct Mail
V1109280414;N;E;12;Email
V11092814014;N;E;53;Direct Mail
V11092817314;N;E;53;Direct Mail
V1109340722;N;E;51;Direct Mail
V1109344293;N;E;12;Email
V1109346761;Y;E;51;Direct Mail
V1109354343;N;E;12;Direct Mail
V1109383625;N;E;51;Direct Mail
V11094202617;N;E;12;Email
V1109513999;N;E;12;Direct Mail
V11095290012;N;E;12;Email
V11095776812;N;E;12;Email
V1109629669;N;E;47;Direct Mail
V1109662313;N;E;12;Direct Mail
V1109663229;N;E;12;Direct Mail
V11097163717;N;E;51;Email
V11097213013;N;E;12;Direct Mail
V1109749204;N;E;51;Direct Mail
V1109751093;N;E;51;Email
V11098490315;N;E;12;Web
V1109859593;N;E;51;Email
V11100838917;N;E;38;Email
V11101082319;N;E;12;Web
V1110207159;N;E;12;Web
V11102259617;N;E;12;Direct Mail
V1110307556;N;E;50;Email
V1110351277;N;E;12;Web
V11106204814;N;E;12;Email
V11106617111;N;E;51;Web
V11107279914;N;E;51;Direct Mail
V11108591619;N;E;47;Email
V1111051442;N;E;12;Email
V1111290784;N;E;47;Email
V1111402241;N;E;53;Email
V11120781715;N;E;12;Direct Mail
V1112782149;N;E;47;Direct Mail
V11132278014;N;E;51;Direct Mail
V11132960315;N;E;51;Email
V1113303533;N;E;12;Email
V11133231815;N;E;12;Email
V11134532813;N;E;51;Email
V11137374212;N;E;12;Email
V11137725510;N;E;12;Direct Mail
UB000031036;N;A;13;Direct Mail
UB0000407715;N;A;7;Email
UB0000590015;N;A;7;Direct Mail
UB000066014;N;A;13;Email
UB0000822712;N;A;35;Direct Mail
UB0002494317;N;A;31;Email
UB000293481;N;A;13;Email
UB0004364616;N;A;35;Email
UB0004847013;N;A;13;Web
UB0004851219;Y;A;13;Direct Mail
UB0004901511;N;A;54;Email
UB0005188810;N;A;13;Web
UB0005204315;N;A;13;Direct Mail
UB0005257110;N;A;54;Direct Mail
UB0005503820;N;A;35;Direct Mail
UB0006266117;N;A;35;Email
UB000658058;N;A;13;Web
UB0006779315;N;A;13;Web
UB000701101;N;A;31;Web
UB0007035917;N;A;31;Direct Mail
UB000755561;N;A;31;Email
UB000903659;N;A;32;Email
UB001001497;N;A;35;Direct Mail
UB0010214513;N;A;13;Web
UB0010462010;N;A;31;Email
UB0010700316;N;A;35;Email
UB0012004817;N;A;31;Email
UB0012166519;N;A;31;Web
UB0012473510;N;A;13;Direct Mail
UB0012482615;N;A;13;Direct Mail
UB0013147417;N;A;13;Web
UB001352023;Y;A;13;Direct Mail
UB001371588;N;A;35;Web
UB001373234;Y;A;1;Web
UB0015234818;N;A;13;Email
UB0015311419;N;A;54;Email
UB001589155;N;A;54;Direct Mail
UB001603745;N;A;54;Direct Mail
UB001623218;N;A;54;Direct Mail
UB0017240310;N;A;7;Web
UB001758029;N;A;7;Web
UB0018140411;N;A;7;Web
UB001845151;N;A;32;Direct Mail
UB001910232;N;A;13;Email
UB001915776;N;A;54;Web
UB0019272419;N;A;31;Direct Mail
UB0019473810;N;A;32;Email
UB001957353;N;A;13;Email
UB0019865514;N;A;7;Email
UB002025235;N;A;13;Email
UB0020299414;N;A;13;Email
UB002093387;N;A;13;Direct Mail
UB0020962713;N;A;35;Web
UB0020972614;Y;A;13;Email
UB002124563;N;A;31;Email
UB0021332218;N;A;13;Web
UB0021834711;N;A;13;Email
UB002186774;N;A;54;Direct Mail
UB002244852;N;A;54;Direct Mail
UB002359865;N;A;31;Direct Mail
UB002446409;N;A;35;Email
UB0024638915;N;A;31;Web
UB0025155320;N;A;35;Email
UB0025275920;N;A;35;Direct Mail
UB0026265915;N;A;54;Email
UB002680375;Y;A;1;Web
UB0027371418;N;A;13;Web
UB002752301;N;A;35;Direct Mail
UB002811889;N;A;54;Direct Mail
UB002835727;N;A;54;Email
UB0028990013;N;A;31;Email
UB0029066811;N;A;35;Email
UB0029290415;N;A;13;Direct Mail
UB0029463718;N;A;13;Direct Mail
UB002969213;N;A;31;Email
UB002994044;N;A;13;Web
UB0030833820;N;A;35;Email
UB003111004;N;A;1;Email
UB0031174613;N;A;35;Web
UB0031267813;N;A;1;Email
UB003209452;N;A;13;Direct Mail
UB003227276;N;A;13;Direct Mail
UB0032323814;N;A;13;Email
UB0032343611;N;A;32;Email
UB003262981;N;A;13;Direct Mail
UB0032723918;N;A;35;Direct Mail
UB0032730413;N;A;35;Email
UB003360165;N;A;32;Direct Mail
UB0034492914;N;A;13;Direct Mail
UB0034753417;N;A;13;Web
UB0035178318;N;A;13;Direct Mail
UB003535817;N;A;13;Web
UB0036160012;Y;A;13;Direct Mail
UB0037700212;Y;A;13;Web
UB0038308310;N;A;35;Web
UB0038583117;N;A;35;Direct Mail
UB003910603;N;A;35;Web
UB003968872;N;A;35;Email
UB0039873520;N;A;35;Email
UB0040094519;N;A;35;Email
UB004034022;Y;A;1;Email
UB0040539915;N;A;1;Web
UB0040873215;N;A;7;Direct Mail
UB0043871316;N;A;54;Email
UB004413292;N;A;13;Web
UB004460394;N;A;13;Email
UB0044771415;Y;A;13;Direct Mail
UB0044814220;N;A;13;Web
UB0044974414;N;A;13;Web
UB004517652;Y;A;13;Email
UB004574659;N;A;1;Direct Mail
UB0046245713;N;A;54;Direct Mail
UB004689754;Y;A;13;Email
UB0047149012;N;A;13;Direct Mail
UB0047610114;N;A;13;Email
UB004784794;N;A;13;Direct Mail
UB0048329718;N;A;13;Web
UB0048427914;N;A;35;Email
UB0048633214;N;A;35;Email
UB0048820520;N;A;35;Web
UB0048997118;N;A;35;Email
UB0049535820;N;A;35;Direct Mail
UB0050562810;N;A;35;Email
UB005113111;N;A;35;Email
UB0051540312;N;A;35;Web
UB0051550214;Y;A;35;Direct Mail
UB0051565016;N;A;35;Email
UB005204606;N;A;31;Email
UB0052807519;N;A;35;Direct Mail
UB0053742310;N;A;35;Email
UB005378604;N;A;13;Direct Mail
UB005379021;N;A;13;Web
UB0054868512;N;A;13;Direct Mail
UB005502514;N;A;13;Web
UB0055028518;N;A;13;Direct Mail
UB0055162215;N;A;54;Direct Mail
UB005520756;N;A;35;Direct Mail
UB005576862;N;A;13;Direct Mail
UB0055894011;N;A;35;Web
UB005750017;N;A;13;Email
UB005755896;N;A;13;Web
UB0057593620;N;A;1;Email
UB0058143918;N;A;13;Web
UB0058352618;N;A;13;Direct Mail
UB005935667;N;A;35;Web
UB0059412715;N;A;13;Email
UB0059650212;N;A;13;Direct Mail
UB006025244;N;A;35;Email
UB006092978;N;A;35;Email
