State,Ordered On,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Total Net Sales,Total Gross Sales,Order ID,Market Segment
Illinois,2011-10-12 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory24,$1008.07,$1095.7283,1,CORPORATE
Illinois,2011-10-13 00:00:00,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,$238.15,$248.0729,1,CONSUMER
Illinois,2011-10-13 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,BINDER CLIPS,OIC Binder Clips,$175.81,$187.0319,1,CONSUMER
Illinois,2011-10-14 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",LETTER OPENERS,Letter Slitter,$63.94,$69.5,1,SMALL BUSINESS
Illinois,2011-10-17 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 2,$314.63,$321.051,1,CORPORATE
Illinois,2011-10-17 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Acco® Glide Clips,$195.35,$205.6316,1,CORPORATE
Illinois,2011-10-17 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD-R,$659.75,$733.0556,1,CORPORATE
Illinois,2011-10-17 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory11,$688.24,$748.087,1,CORPORATE
Illinois,2011-10-18 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Access Keyboard,$85.89,$93.3587,1,CORPORATE
Illinois,2011-10-22 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 222,$192.34,$200.3542,1,SMALL BUSINESS
Illinois,2011-10-22 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 3285,$8059.32,$8140.7273,1,CONSUMER
Illinois,2011-10-23 00:00:00,OFFICE SUPPLIES,APPLIANCES,SURGE PROTECTORS,Staples 6 Outlet Surge,$525.32,$571,1,CORPORATE
Illinois,2011-10-23 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 519,$174.64,$174.64,1,CORPORATE
Illinois,2011-10-23 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 200,$55.34,$55.34,1,CONSUMER
Illinois,2011-10-24 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 520,$91.33,$102.618,1,CORPORATE
Illinois,2011-10-26 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",LETTER OPENERS,Staples* Letter Opener,$110.56,$113.9794,1,HOME OFFICE
Illinois,2011-10-26 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,STORAGE CABINETS,Tennsco Double-Tier Lockers,$4217.25,$4347.6804,1,HOME OFFICE
Illinois,2011-10-26 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 5165,$1591.14,$1710.9032,1,HOME OFFICE
Illinois,2011-10-26 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC ST7762,$1315.76,$1399.7447,1,CORPORATE
Illinois,2011-10-31 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox Blank Computer Paper,$1031.18,$1041.596,1,CONSUMER
Illinois,2011-11-03 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory3,$415.05,$427.8866,1,HOME OFFICE
Illinois,2011-11-04 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Ideal Clamps,$85.51,$90.0105,1,HOME OFFICE
Illinois,2011-11-04 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6185,$4707.61,$4803.6837,1,HOME OFFICE
Illinois,2011-11-05 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 340,$53.45,$55.6771,1,HOME OFFICE
Illinois,2011-11-06 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 517,$49.36,$50.8866,1,SMALL BUSINESS
Illinois,2011-11-07 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 495,$26.46,$26.46,1,CORPORATE
Illinois,2011-11-07 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 7190,$185,$201.087,1,CORPORATE
Illinois,2011-11-08 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1981,$269.08,$277.4021,1,CONSUMER
Illinois,2011-11-10 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 510,$141.57,$155.5714,1,SMALL BUSINESS
Illinois,2011-11-10 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 344,$71.52,$75.2842,1,CORPORATE
Illinois,2011-11-13 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC Wire Binding Combs,$494.07,$542.9341,1,CONSUMER
Illinois,2011-11-13 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Staples Pushpins,$37.86,$39.0309,1,HOME OFFICE
Illinois,2011-11-18 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 494,$31.77,$33.0938,1,SMALL BUSINESS
Illinois,2011-11-18 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 315,$208.05,$210.1515,1,SMALL BUSINESS
Illinois,2011-11-20 00:00:00,FURNITURE,OFFICE FURNISHINGS,FRAMES,Flat Face Poster Frame,$219.22,$238.2826,1,HOME OFFICE
Illinois,2011-11-20 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 319,$702.52,$716.8571,1,HOME OFFICE
Illinois,2011-11-21 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1885,$556.17,$567.5204,1,CORPORATE
Illinois,2011-11-21 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R280,$3023.09,$3023.09,1,CORPORATE
Illinois,2011-11-22 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1997,$275.07,$289.5474,1,CORPORATE
Illinois,2011-11-24 00:00:00,FURNITURE,BOOKCASES,WOODEN BOOKCASES,Bush Mission Pointe Library,$6045.98,$6571.7174,1,CORPORATE
Illinois,2011-11-24 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory3,$180.74,$194.3441,1,CORPORATE
Illinois,2011-11-26 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 315,$37.51,$42.625,1,SMALL BUSINESS
Illinois,2011-11-27 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Legal 4-Ring Binder,$1022.98,$1022.98,1,HOME OFFICE
Illinois,2011-11-27 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1953,$114.62,$119.3958,1,SMALL BUSINESS
Illinois,2011-11-27 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 203,$169.99,$186.8022,1,HOME OFFICE
Illinois,2011-11-27 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 221,$13.08,$13.2121,1,SMALL BUSINESS
Illinois,2011-11-27 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 330,$191.11,$203.3085,1,SMALL BUSINESS
Illinois,2011-11-27 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory32,$1679.53,$1696.4949,1,HOME OFFICE
Illinois,2011-11-27 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 8000,$6577.26,$6577.26,1,SMALL BUSINESS
Illinois,2011-11-29 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1999,$138.91,$144.6979,1,CONSUMER
Illinois,2011-12-03 00:00:00,FURNITURE,TABLES,SHOP TABLES,Safco Drafting Table,$2215.71,$2284.2371,1,CONSUMER
Illinois,2011-12-03 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1941,$2289.92,$2516.3956,1,CONSUMER
Illinois,2011-12-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Economy #2 Pencils,$130.54,$130.54,1,CONSUMER
Illinois,2011-12-05 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 201,$175.05,$184.2632,1,CORPORATE
Illinois,2011-12-05 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 227,$257.43,$270.9789,1,CORPORATE
Illinois,2011-12-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory2,$920.21,$958.5521,1,CORPORATE
Illinois,2011-12-08 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 514,$85.81,$90.3263,1,SMALL BUSINESS
Illinois,2011-12-13 00:00:00,OFFICE SUPPLIES,ENVELOPES,COLORED ENVELOPES,Colored Envelopes,$50.35,$53,1,SMALL BUSINESS
Illinois,2011-12-13 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1901,$134.16,$149.0667,1,SMALL BUSINESS
Illinois,2011-12-15 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1890,$1233.29,$1233.29,1,SMALL BUSINESS
Illinois,2011-12-15 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1991,$53.84,$54.9388,1,HOME OFFICE
Illinois,2011-12-15 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX-588,$9153.81,$9436.9175,1,SMALL BUSINESS
Illinois,2011-12-15 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory42,$490.66,$539.1868,1,HOME OFFICE
Illinois,2011-12-18 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1921,$164.34,$182.6,1,CORPORATE
Illinois,2011-12-18 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,HIGHLIGHTERS,BIC® Liqua Brite Liner®,$169.36,$184.087,1,CORPORATE
Illinois,2011-12-18 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Staples* #2 Yellow Pencils,$70.19,$79.7614,1,CORPORATE
Illinois,2011-12-18 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Mobile Personal File Cube,$923.3,$942.1429,1,CORPORATE
Illinois,2011-12-19 00:00:00,OFFICE SUPPLIES,PAPER,WRITINGS PADS,Things To Do Today Pad,$121.77,$133.8132,1,HOME OFFICE
Illinois,2011-12-19 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Crayola Colored Pencils,$38.14,$38.14,1,CORPORATE
Illinois,2011-12-19 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6120I,$3702.21,$3897.0632,1,HOME OFFICE
Illinois,2011-12-19 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory36,$357.54,$361.1515,1,HOME OFFICE
Illinois,2011-12-19 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V2282,$2393.57,$2417.7475,1,HOME OFFICE
Illinois,2011-12-20 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 514,$91.71,$91.71,1,CONSUMER
Illinois,2011-12-21 00:00:00,OFFICE SUPPLIES,ENVELOPES,SPECIALTY ENVELOPES,Poly String Tie Envelopes,$10.42,$11.5778,1,HOME OFFICE
Illinois,2011-12-21 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1982,$1166.47,$1190.2755,1,HOME OFFICE
Illinois,2011-12-21 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PLASTIC STORAGE,Akro Stacking Bins,$281.42,$290.1237,1,SMALL BUSINESS
Illinois,2011-12-21 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Maxell DVD-RAM Discs,$181.3,$201.4444,1,CORPORATE
Illinois,2011-12-21 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 6190,$1369.16,$1441.2211,1,HOME OFFICE
Illinois,2011-12-21 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6162I,$1578.48,$1715.7391,1,HOME OFFICE
Illinois,2011-12-22 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 328,$237.15,$263.5,1,CONSUMER
Illinois,2011-12-23 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 487,$142.87,$157,1,CORPORATE
Illinois,2011-12-23 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 232,$119.15,$126.7553,1,CORPORATE
Illinois,2011-12-23 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 329,$118.94,$130.7033,1,CORPORATE
Illinois,2011-12-23 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,RUBBER BANDS,Alliance Rubber Bands,$30.41,$33.7889,1,CORPORATE
Illinois,2011-12-24 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,CH 768,$2356.23,$2480.2421,1,CONSUMER
Illinois,2011-12-25 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 486,$198.75,$209.2105,1,CORPORATE
Illinois,2011-12-26 00:00:00,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon PC940 Copier,$13765.64,$13904.6869,1,SMALL BUSINESS
Illinois,2011-12-27 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Cardinal® Hold-It CD Pocket,$227.6,$227.6,1,SMALL BUSINESS
Illinois,2011-12-27 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 478,$99.81,$113.4205,1,CORPORATE
Illinois,2011-12-27 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1937,$51.62,$57.3556,1,CORPORATE
Illinois,2011-12-27 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 223,$32.98,$33.6531,1,CORPORATE
Illinois,2011-12-27 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Staples Gold Paper Clips,$83.75,$92.033,1,CONSUMER
New York,2007-12-31 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,$2302.42,$2302.42,1,HOME OFFICE
New York,2007-12-31 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MODEMS,Motorola SB4200 Cable Modem,$996.66,$1107.4,1,HOME OFFICE
New York,2007-12-31 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia CF 688,$2564.85,$2757.9032,1,HOME OFFICE
New York,2008-01-01 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1897,$159.98,$177.7556,1,CONSUMER
New York,2008-01-01 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,DIXON Oriole® Pencils,$56.95,$59.3229,1,CONSUMER
New York,2008-01-01 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,"OIC #2 Pencils, Medium Soft",$10.42,$10.9684,1,CONSUMER
New York,2008-01-01 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,SHELVING,Tennsco Regal Shelving Units,$4129.53,$4213.8061,1,CONSUMER
New York,2008-01-01 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,$2679.68,$2850.7234,1,CONSUMER
New York,2008-01-01 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Imation 5.2GB DVD-RAM,$792.66,$800.6667,1,HOME OFFICE
New York,2008-01-01 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MODEMS,U.S. Robotics 56K PCI Faxmodem,$898.31,$965.9247,1,CONSUMER
New York,2008-01-01 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,TELEPHONE ACCESSORIES,1726 Digital Answering Machine,$497.33,$518.0521,1,CONSUMER
New York,2008-01-03 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,"Avery® Durable Plastic 1"" Binders",$94.93,$106.6629,1,HOME OFFICE
New York,2008-01-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 317,$22.47,$25.2472,1,SMALL BUSINESS
New York,2008-01-03 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 34,$600.68,$639.0213,1,HOME OFFICE
New York,2008-01-03 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,"Hot File® 7-Pocket, Floor Stand",$4838.68,$4838.68,1,HOME OFFICE
New York,2008-01-03 00:00:00,TECHNOLOGY,COPIERS AND FAX,COPIERS,Canon PC-428 Personal Copier,$7134.53,$8107.4205,1,HOME OFFICE
New York,2008-01-03 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory21,$795.69,$884.1,1,HOME OFFICE
New York,2008-01-03 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory39,$238.68,$268.1798,1,HOME OFFICE
New York,2008-01-05 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Acco Keyboard-In-A-Box®,$248.75,$279.4944,1,SMALL BUSINESS
New York,2008-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 2160,$1895.32,$2129.573,1,CORPORATE
New York,2008-01-05 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia CF 768,$3715.5,$3911.0526,1,SMALL BUSINESS
New York,2008-01-06 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 346,$118.66,$128.9783,1,CORPORATE
New York,2008-01-08 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 348,$137.25,$146.0106,1,CONSUMER
New York,2008-01-08 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V 3600 Series,$986.36,$1072.1304,1,CONSUMER
New York,2008-01-09 00:00:00,FURNITURE,OFFICE FURNISHINGS,FRAMES,Contemporary Wood/Metal Frame,$523.23,$533.9082,1,CORPORATE
New York,2008-01-09 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 508,$191.01,$201.0632,1,CORPORATE
New York,2008-01-09 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 516,$233.9,$236.2626,1,CORPORATE
New York,2008-01-09 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 3395,$1626.29,$1694.0521,1,CORPORATE
New York,2008-01-10 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory38,$1769.67,$1805.7857,1,CORPORATE
New York,2008-01-11 00:00:00,FURNITURE,TABLES,SHOP TABLES,Hon Non-Folding Utility Tables,$5755.54,$6466.8989,1,SMALL BUSINESS
New York,2008-01-12 00:00:00,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1942,$1078.56,$1078.56,1,HOME OFFICE
New York,2008-01-12 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1954,$158.15,$175.7222,1,HOME OFFICE
New York,2008-01-12 00:00:00,OFFICE SUPPLIES,PAPER,STATIONARY,Embossed Ink Jet Note Cards,$983.93,$1105.5393,1,SMALL BUSINESS
New York,2008-01-13 00:00:00,FURNITURE,TABLES,MEETING ROOM TABLES,Hon Racetrack Conference Tables,$7879.88,$8208.2083,1,CORPORATE
New York,2008-01-13 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 501,$101.16,$114.9545,1,CORPORATE
New York,2008-01-13 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 252,$1598.87,$1700.9255,1,CORPORATE
New York,2008-01-14 00:00:00,FURNITURE,OFFICE FURNISHINGS,FRAMES,DAX Clear Channel Poster Frame,$546.64,$557.7959,1,CONSUMER
New York,2008-01-14 00:00:00,FURNITURE,OFFICE FURNISHINGS,FRAMES,Document Clip Frames,$141.06,$160.2955,1,CONSUMER
New York,2008-01-14 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1923,$74.4,$75.9184,1,HOME OFFICE
New York,2008-01-14 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 216,$276.8,$291.3684,1,HOME OFFICE
New York,2008-01-14 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Staples Vinyl Paper Clips,$110.49,$125.5568,1,CONSUMER
New York,2008-01-14 00:00:00,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Advantus Rolling Storage Box,$257.07,$257.07,1,HOME OFFICE
New York,2008-01-14 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Access Duo,$1041.05,$1119.4086,1,CONSUMER
New York,2008-01-14 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 6160i,$2856.87,$3105.2935,1,HOME OFFICE
New York,2008-01-14 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory26,$241.47,$271.3146,1,HOME OFFICE
New York,2008-01-17 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,Poly Designer Cover & Back,$94.64,$96.5714,1,CORPORATE
New York,2008-01-17 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Stockwell Push Pins,$74.01,$77.9053,1,HOME OFFICE
New York,2008-01-18 00:00:00,OFFICE SUPPLIES,ENVELOPES,BUSINESS ENVELOPES,Cameo Buff Policy Envelopes,$923.93,$942.7857,1,CORPORATE
New York,2008-01-18 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1895,$139.68,$148.5957,1,CONSUMER
New York,2008-01-18 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,Dixon Ticonderoga Pencils,$91.9,$91.9,1,CORPORATE
New York,2008-01-19 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Hon Olson Stacker Stools,$310.39,$330.2021,1,HOME OFFICE
New York,2008-01-19 00:00:00,OFFICE SUPPLIES,ENVELOPES,COLORED ENVELOPES,Staples #10 Colored Envelopes,$358.1,$406.9318,1,HOME OFFICE
New York,2008-01-19 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 6161i,$2566.52,$2759.6989,1,HOME OFFICE
New York,2008-01-20 00:00:00,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,"Global Value Steno Chair, Gray",$1837.62,$1975.9355,1,HOME OFFICE
New York,2008-01-20 00:00:00,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 482,$3.69,$4.1461,1,HOME OFFICE
New York,2008-01-20 00:00:00,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,"Acco Banker's Clasps, 5 3/4""-Long",$102.75,$111.6848,1,HOME OFFICE
New York,2008-01-20 00:00:00,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,"Fiskars 8"" Scissors, 2/Pack",$107.67,$109.8673,1,CORPORATE
New York,2008-01-20 00:00:00,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,"Memorex 4.7GB DVD-RAM, 3/Pack",$678.39,$714.0947,1,CORPORATE
New York,2008-01-21 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Surelock™ Post Binders,$1036.6,$1036.6,1,CORPORATE
New York,2008-01-21 00:00:00,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,"SlimView Poly Binder, 3/8""",$50.09,$53.8602,1,CORPORATE
New York,2008-01-21 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Color-Coded Legal Exhibit Labels,$79.16,$79.16,1,CORPORATE
New York,2008-01-21 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Deluxe Chalkboard Eraser Cleaner,$24.47,$24.7172,1,CONSUMER
New York,2008-01-21 00:00:00,TECHNOLOGY,OFFICE MACHINES,PRINTERS,Epson FX-880+ Dot Matrix Printer,$7121.1,$7193.0303,1,CORPORATE
New York,2008-01-22 00:00:00,FURNITURE,TABLES,END TABLES,Laminate Occasional Tables,$6630.31,$6697.2828,1,HOME OFFICE
New York,2008-01-22 00:00:00,TECHNOLOGY,OFFICE MACHINES,PRINTERS,Lexmark Z65 Color Inkjet Printer,$4257.58,$4627.8043,1,HOME OFFICE
New York,2008-01-22 00:00:00,TECHNOLOGY,OFFICE MACHINES,TELEPHONES,Polycom VoiceStation 100,$1126.87,$1252.0778,1,HOME OFFICE
New York,2008-01-22 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory37,$76.38,$86.7955,1,HOME OFFICE
New York,2008-01-22 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens Accessory38,$3507.51,$3771.5161,1,HOME OFFICE
New York,2008-01-23 00:00:00,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery File Folder Labels,$95.56,$101.6596,1,CORPORATE
New York,2008-01-25 00:00:00,FURNITURE,OFFICE FURNISHINGS,CLOCKS,"Executive Impressions 14""",$700.43,$761.337,1,CONSUMER
New York,2008-01-25 00:00:00,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 2000,$279.14,$300.1505,1,CONSUMER
New York,2008-01-25 00:00:00,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 340,$120.73,$127.0842,1,CONSUMER
New York,2008-01-27 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 6161,$8119.9,$8285.6122,1,CORPORATE
New York,2008-01-27 00:00:00,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia iDEN i95,$201.4,$228.8636,1,CORPORATE
